max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.584472,0.573803,0.573803,0.501572,0.507785,0.507785,457548578860549.2,503188341733691.7,503188341733691.7,5.21,19260817.0,0.54195,0.561845,0.561845
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.583012,0.572627,0.572627,0.502452,0.508486,0.508486,463710422300498.5,509623349697204.75,509623349697204.75,5.39,19260817.0,0.539909,0.572327,0.572327
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.582981,0.573647,0.573647,0.502471,0.507878,0.507878,462314723806354.1,505847725402024.25,505847725402024.25,3.64,19260817.0,0.54966,0.569182,0.569182
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.583192,0.573608,0.573608,0.502344,0.507902,0.507902,462707383821386.44,506141991334326.56,506141991334326.56,3.7,19260817.0,0.548753,0.578616,0.578616
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.583507,0.571488,0.571488,0.502154,0.509163,0.509163,465919873968038.25,512198247623236.06,512198247623236.06,3.68,19260817.0,0.544218,0.562893,0.562893
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.583634,0.572641,0.572641,0.502078,0.508477,0.508477,466349081857503.75,513780368518730.7,513780368518730.7,5.6,19260817.0,0.548753,0.570231,0.570231
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.583601,0.573339,0.573339,0.502098,0.508062,0.508062,466534376214607.56,513254918299067.3,513254918299067.3,5.65,19260817.0,0.546259,0.582809,0.582809
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.583367,0.571549,0.571549,0.502239,0.509127,0.509127,467645230219871.1,513846361462550.4,513846361462550.4,3.87,19260817.0,0.551927,0.572327,0.572327
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.583367,0.571549,0.571549,0.502239,0.509127,0.509127,467645230219871.1,513846361462550.4,513846361462550.4,3.95,19260817.0,0.551927,0.572327,0.572327
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.583327,0.571787,0.571787,0.502263,0.508985,0.508985,467044805951199.3,514139955458319.44,514139955458319.44,4.05,19260817.0,0.547392,0.575472,0.575472
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.584095,0.572853,0.572853,0.501799,0.508351,0.508351,466763872320397.2,512225932884098.1,512225932884098.1,4.08,19260817.0,0.544444,0.578616,0.578616
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.583341,0.571594,0.571594,0.502254,0.5091,0.5091,466964533504948.3,513150247865679.94,513150247865679.94,5.92,19260817.0,0.541723,0.573375,0.573375
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.582928,0.572523,0.572523,0.502503,0.508548,0.508548,467252206560890.2,513248370312913.06,513248370312913.06,6.01,19260817.0,0.542857,0.567086,0.567086
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.582928,0.572523,0.572523,0.502503,0.508548,0.508548,467252206560890.2,513248370312913.06,513248370312913.06,6.13,19260817.0,0.542857,0.567086,0.567086
12.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.582732,0.574796,0.574796,0.502622,0.507193,0.507193,473158818733615.75,516966930614469.25,516966930614469.25,6.23,19260817.0,0.539002,0.577568,0.577568
3.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.544838,0.576349,0.576349,0.524948,0.506266,0.506266,449595809784668.1,467826615503420.8,467826615503420.8,1.15,19260817.0,0.524036,0.566038,0.566038
6.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.5543,0.575532,0.575532,0.519463,0.506755,0.506755,441159963812137.0,463100173550133.0,463100173550133.0,1.64,19260817.0,0.546712,0.583857,0.583857
24.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554483,0.573534,0.573534,0.519356,0.507946,0.507946,446850779696256.4,470814158774903.94,470814158774903.94,3.57,19260817.0,0.540363,0.587002,0.587002
48.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554483,0.573534,0.573534,0.519356,0.507946,0.507946,446850779696256.4,470814158774903.94,470814158774903.94,1.65,19260817.0,0.540363,0.587002,0.587002
96.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554483,0.573534,0.573534,0.519356,0.507946,0.507946,446850779696256.4,470814158774903.94,470814158774903.94,1.63,19260817.0,0.540363,0.587002,0.587002
192.0,255.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554483,0.573534,0.573534,0.519356,0.507946,0.507946,446850779696256.4,470814158774903.94,470814158774903.94,1.64,19260817.0,0.540363,0.587002,0.587002
12.0,4.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.248637,0.261208,0.261208,0.674463,0.668554,0.668554,750568416754102.1,761025861178380.0,761025861178380.0,1.57,19260817.0,0.524717,0.541929,0.541929
12.0,16.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.489601,0.512733,0.512733,0.555889,0.542949,0.542949,493230781065610.7,515247703749758.75,515247703749758.75,3.82,19260817.0,0.540136,0.582809,0.582809
12.0,64.0,pairwise,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.553544,0.573876,0.573876,0.519903,0.507742,0.507742,444128609054982.8,466531863509179.7,466531863509179.7,1.63,19260817.0,0.544444,0.575472,0.575472
12.0,255.0,no_interactions,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.531559,0.564193,0.564193,0.53255,0.513479,0.513479,519305612693681.0,538115590986084.2,538115590986084.2,2.36,19260817.0,0.519501,0.573375,0.573375
12.0,255.0,pairwise,0.1,0.0001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554524,0.573802,0.573802,0.519332,0.507786,0.507786,446869511364030.9,470746687911105.2,470746687911105.2,1.68,19260817.0,0.535601,0.578616,0.578616
12.0,255.0,pairwise,0.1,0.001,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554524,0.573802,0.573802,0.519333,0.507786,0.507786,446869545439924.56,470746700090174.9,470746700090174.9,1.64,19260817.0,0.535601,0.578616,0.578616
12.0,255.0,pairwise,0.1,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554595,0.573436,0.573436,0.519291,0.508004,0.508004,446853312764227.6,470748500396740.1,470748500396740.1,3.15,19260817.0,0.540136,0.574423,0.574423
12.0,255.0,pairwise,0.1,1.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554676,0.573853,0.573853,0.519244,0.507756,0.507756,445997450198596.25,469922017616083.44,469922017616083.44,1.65,19260817.0,0.547392,0.580713,0.580713
12.0,255.0,pairwise,0.1,10.0,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.554002,0.574228,0.574228,0.519637,0.507533,0.507533,446606763675620.1,469882664225519.6,469882664225519.6,1.72,19260817.0,0.543311,0.580713,0.580713
12.0,255.0,pairwise,1e-08,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,2365496551702.6294,2365761362493.0366,2365761362493.0366,0.32,19260817.0,0.235374,0.21174,0.21174
12.0,255.0,pairwise,1e-06,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.000104,0.000109,0.000109,0.778056,0.77777,0.77777,2365478169225.182,2365738514198.492,2365738514198.492,2.9,19260817.0,0.235374,0.21174,0.21174
12.0,255.0,pairwise,0.0001,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.010311,0.010883,0.010883,0.774074,0.773569,0.773569,5629371516434.646,5645689369856.637,5645689369856.637,1.91,19260817.0,0.50771,0.568134,0.568134
12.0,255.0,pairwise,0.01,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.457437,0.482981,0.482981,0.573137,0.559279,0.559279,260993801009981.8,264302852215523.88,264302852215523.88,1.99,19260817.0,0.506803,0.57652,0.57652
